,precision_uplift_pct,recall_uplift_pct,coverage_change_pct,novelty_change
vs_top_popular,901.5508328546813,1393.1220407815063,0.540923633805958,1.6711618077581583
vs_personal_als,80.07848807187858,63.14715343734325,0.30353910947565255,0.5652498037902864
